Fecha (UTC),Fecha (Local),Planeta 1,Aspecto,Planeta 2,Descripción,Posición 1,Posición 2
2025-07-16 21:09:08,2025-07-16 18:09:08,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-07-17 13:08:12,2025-07-17 10:08:12,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-07-17 14:10:04,2025-07-17 11:10:04,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-07-18 09:24:36,2025-07-18 06:24:36,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°50' Tauro,0°50' Piscis
2025-07-18 16:54:36,2025-07-18 13:54:36,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
2025-07-19 11:43:49,2025-07-19 08:43:49,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°28' Tauro,16°27' Tauro
2025-07-19 16:16:38,2025-07-19 13:16:38,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°10' Tauro,19°10' Escorpio
2025-07-20 11:46:38,2025-07-20 08:46:38,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°50' Géminis,0°50' Piscis
2025-07-21 02:22:44,2025-07-20 23:22:44,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-07-21 12:33:02,2025-07-21 09:33:02,Venus,Oposición,Mercurio,Venus (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-07-21 17:55:04,2025-07-21 14:55:04,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-07-22 13:51:47,2025-07-22 10:51:47,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°51' Cáncer,0°50' Piscis
2025-07-22 21:18:59,2025-07-22 18:18:59,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°17' Cáncer,5°16' Capricornio
2025-07-23 16:13:49,2025-07-23 13:13:49,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-07-25 12:24:36,2025-07-25 09:24:36,Marte,Conjunción,Marte,Marte (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-07-25 20:25:32,2025-07-25 17:25:32,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-07-26 22:29:17,2025-07-26 19:29:17,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°51' Virgo,0°50' Piscis
2025-07-28 00:33:02,2025-07-27 21:33:02,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-07-28 03:23:12,2025-07-28 00:23:12,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°19' Virgo,16°18' Virgo
2025-07-28 03:40:04,2025-07-28 00:40:04,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-07-28 14:52:15,2025-07-28 11:52:15,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-07-29 13:39:08,2025-07-29 10:39:08,Urano,Cuadratura,Saturno,Urano (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°50' Géminis,0°50' Piscis
2025-07-30 20:21:19,2025-07-30 17:21:19,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
2025-07-31 21:33:02,2025-07-31 18:33:02,Venus,Trígono,Saturno,Venus (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-08-01 23:24:08,2025-08-01 20:24:08,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-08-02 02:25:32,2025-08-01 23:25:32,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-08-02 02:43:49,2025-08-01 23:43:49,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-08-02 08:12:53,2025-08-02 05:12:53,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°10' Escorpio,19°10' Escorpio
2025-08-02 14:35:23,2025-08-02 11:35:23,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°20' Escorpio,22°19' Virgo
2025-08-04 01:11:00,2025-08-03 22:11:00,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-08-04 11:29:45,2025-08-04 08:29:45,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-08-04 14:25:32,2025-08-04 11:25:32,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-08-04 17:11:29,2025-08-04 14:11:29,Venus,Oposición,Sol,Venus (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-08-04 19:33:30,2025-08-04 16:33:30,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-08-04 20:45:14,2025-08-04 17:45:14,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°32' Sagitario,19°31' Libra
2025-08-05 02:12:53,2025-08-04 23:12:53,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-08-06 03:10:32,2025-08-06 00:10:32,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-08-06 21:13:21,2025-08-06 18:13:21,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-08-07 00:00:42,2025-08-06 21:00:42,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°18' Capricornio,16°18' Virgo
2025-08-07 05:22:44,2025-08-07 02:22:44,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°11' Capricornio,19°10' Escorpio
2025-08-07 06:00:42,2025-08-07 03:00:42,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°31' Capricornio,19°31' Libra
2025-08-07 11:12:53,2025-08-07 08:12:53,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°20' Capricornio,22°19' Virgo
2025-08-08 18:30:14,2025-08-08 15:30:14,Sol,Cuadratura,Júpiter,Sol (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-08-08 18:42:53,2025-08-08 15:42:53,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°36' Acuario,9°36' Sagitario
2025-08-09 11:21:19,2025-08-09 08:21:19,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°56' Acuario,18°55' Sagitario
2025-08-09 11:48:02,2025-08-09 08:48:02,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°11' Acuario,19°10' Escorpio
2025-08-09 12:24:36,2025-08-09 09:24:36,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°31' Acuario,19°31' Libra
2025-08-10 08:19:13,2025-08-10 05:19:13,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°50' Piscis,0°50' Piscis
2025-08-10 16:02:34,2025-08-10 13:02:34,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°16' Piscis,5°16' Capricornio
2025-08-10 23:33:59,2025-08-10 20:33:59,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°37' Piscis,9°36' Sagitario
2025-08-11 08:33:59,2025-08-11 05:33:59,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-08-11 11:07:15,2025-08-11 08:07:15,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-08-11 15:37:15,2025-08-11 12:37:15,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°55' Piscis,18°55' Sagitario
2025-08-11 16:02:34,2025-08-11 13:02:34,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°10' Piscis,19°10' Escorpio
2025-08-11 21:27:25,2025-08-11 18:27:25,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°20' Piscis,22°19' Virgo
2025-08-12 19:32:06,2025-08-12 16:32:06,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-08-13 02:53:40,2025-08-12 23:53:40,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°36' Aries,9°36' Sagitario
2025-08-13 18:40:04,2025-08-13 15:40:04,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-08-13 19:40:32,2025-08-13 16:40:32,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-08-14 06:28:49,2025-08-14 03:28:49,Venus,Sextil,Júpiter,Venus (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-08-14 14:48:02,2025-08-14 11:48:02,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°51' Tauro,0°50' Piscis
2025-08-14 22:16:38,2025-08-14 19:16:38,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
2025-08-15 17:08:40,2025-08-15 14:08:40,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-08-15 21:44:17,2025-08-15 18:44:17,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°11' Tauro,19°10' Escorpio
2025-08-16 17:26:57,2025-08-16 14:26:57,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°51' Géminis,0°50' Piscis
2025-08-17 08:17:06,2025-08-17 05:17:06,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-08-18 00:09:08,2025-08-17 21:09:08,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-08-18 20:32:34,2025-08-18 17:32:34,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°50' Cáncer,0°50' Piscis
2025-08-19 04:09:36,2025-08-19 01:09:36,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-08-19 23:32:34,2025-08-19 20:32:34,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-08-22 04:40:32,2025-08-22 01:40:32,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-08-23 06:58:21,2025-08-23 03:58:21,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°51' Virgo,0°50' Piscis
2025-08-23 17:41:00,2025-08-23 14:41:00,Sol,Oposición,Saturno,Sol (directo) por tránsito esta en Oposición a tu Saturno Natal,0°50' Virgo,0°50' Piscis
2025-08-24 09:04:55,2025-08-24 06:04:55,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-08-24 09:09:08,2025-08-24 06:09:08,Júpiter,Sextil,Júpiter,Júpiter (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-08-24 11:53:40,2025-08-24 08:53:40,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-08-24 12:11:57,2025-08-24 09:11:57,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°28' Virgo,16°27' Tauro
2025-08-24 23:22:44,2025-08-24 20:22:44,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°20' Virgo,22°19' Virgo
2025-08-25 22:22:15,2025-08-25 19:22:15,Mercurio,Cuadratura,Júpiter,Mercurio (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-08-27 04:30:42,2025-08-27 01:30:42,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
2025-08-29 07:22:15,2025-08-29 04:22:15,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-08-29 10:23:40,2025-08-29 07:23:40,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-08-29 10:41:57,2025-08-29 07:41:57,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°27' Escorpio,16°27' Tauro
2025-08-29 16:12:25,2025-08-29 13:12:25,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°11' Escorpio,19°10' Escorpio
2025-08-29 22:34:55,2025-08-29 19:34:55,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°20' Escorpio,22°19' Virgo
2025-08-31 09:24:36,2025-08-31 06:24:36,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-08-31 19:50:23,2025-08-31 16:50:23,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-08-31 22:47:34,2025-08-31 19:47:34,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-09-01 03:58:21,2025-09-01 00:58:21,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-09-01 05:10:04,2025-09-01 02:10:04,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-09-01 10:41:57,2025-09-01 07:41:57,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-09-02 11:59:17,2025-09-02 08:59:17,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-09-03 00:02:06,2025-09-02 21:02:06,Mercurio,Oposición,Saturno,Mercurio (directo) por tránsito esta en Oposición a tu Saturno Natal,0°50' Virgo,0°50' Piscis
2025-09-03 06:14:45,2025-09-03 03:14:45,Luna,Trígono,Urano,Luna (directo) por tránsito esta en Trígono a tu Urano Natal,14°49' Capricornio,14°49' Virgo
2025-09-03 09:03:30,2025-09-03 06:03:30,Luna,Trígono,Plutón,Luna (directo) por tránsito esta en Trígono a tu Plutón Natal,16°18' Capricornio,16°18' Virgo
2025-09-03 14:26:57,2025-09-03 11:26:57,Luna,Sextil,Neptuno,Luna (directo) por tránsito esta en Sextil a tu Neptuno Natal,19°10' Capricornio,19°10' Escorpio
2025-09-03 15:06:19,2025-09-03 12:06:19,Luna,Cuadratura,Luna,Luna (directo) por tránsito esta en Cuadratura a tu Luna Natal,19°31' Capricornio,19°31' Libra
2025-09-03 20:21:19,2025-09-03 17:21:19,Luna,Trígono,Marte,Luna (directo) por tránsito esta en Trígono a tu Marte Natal,22°20' Capricornio,22°19' Virgo
2025-09-05 03:59:45,2025-09-05 00:59:45,Luna,Sextil,Venus,Luna (directo) por tránsito esta en Sextil a tu Venus Natal,9°36' Acuario,9°36' Sagitario
2025-09-05 20:35:23,2025-09-05 17:35:23,Luna,Sextil,Mercurio,Luna (directo) por tránsito esta en Sextil a tu Mercurio Natal,18°56' Acuario,18°55' Sagitario
2025-09-05 21:02:06,2025-09-05 18:02:06,Luna,Cuadratura,Neptuno,Luna (directo) por tránsito esta en Cuadratura a tu Neptuno Natal,19°11' Acuario,19°10' Escorpio
2025-09-05 21:38:40,2025-09-05 18:38:40,Luna,Trígono,Luna,Luna (directo) por tránsito esta en Trígono a tu Luna Natal,19°32' Acuario,19°31' Libra
2025-09-06 13:11:00,2025-09-06 10:11:00,Marte,Conjunción,Luna,Marte (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
2025-09-06 17:22:44,2025-09-06 14:22:44,Luna,Conjunción,Saturno,Luna (directo) por tránsito esta en Conjunción a tu Saturno Natal,0°51' Piscis,0°50' Piscis
2025-09-07 00:59:45,2025-09-06 21:59:45,Luna,Sextil,Sol,Luna (directo) por tránsito esta en Sextil a tu Sol Natal,5°17' Piscis,5°16' Capricornio
2025-09-07 04:34:55,2025-09-07 01:34:55,Sol,Conjunción,Urano,Sol (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-09-07 08:22:44,2025-09-07 05:22:44,Luna,Cuadratura,Venus,Luna (directo) por tránsito esta en Cuadratura a tu Venus Natal,9°36' Piscis,9°36' Sagitario
2025-09-07 17:12:53,2025-09-07 14:12:53,Luna,Oposición,Urano,Luna (directo) por tránsito esta en Oposición a tu Urano Natal,14°49' Piscis,14°49' Virgo
2025-09-07 19:43:21,2025-09-07 16:43:21,Luna,Oposición,Plutón,Luna (directo) por tránsito esta en Oposición a tu Plutón Natal,16°18' Piscis,16°18' Virgo
2025-09-08 00:07:44,2025-09-07 21:07:44,Luna,Cuadratura,Mercurio,Luna (directo) por tránsito esta en Cuadratura a tu Mercurio Natal,18°55' Piscis,18°55' Sagitario
2025-09-08 00:33:02,2025-09-07 21:33:02,Luna,Trígono,Neptuno,Luna (directo) por tránsito esta en Trígono a tu Neptuno Natal,19°10' Piscis,19°10' Escorpio
2025-09-08 05:49:27,2025-09-08 02:49:27,Luna,Oposición,Marte,Luna (directo) por tránsito esta en Oposición a tu Marte Natal,22°19' Piscis,22°19' Virgo
2025-09-08 09:20:23,2025-09-08 06:20:23,Venus,Cuadratura,Júpiter,Venus (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-09-08 17:19:55,2025-09-08 14:19:55,Sol,Conjunción,Plutón,Sol (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-09-08 21:02:06,2025-09-08 18:02:06,Sol,Trígono,Júpiter,Sol (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-09-09 03:21:47,2025-09-09 00:21:47,Luna,Cuadratura,Sol,Luna (directo) por tránsito esta en Cuadratura a tu Sol Natal,5°16' Aries,5°16' Capricornio
2025-09-09 10:32:06,2025-09-09 07:32:06,Luna,Trígono,Venus,Luna (directo) por tránsito esta en Trígono a tu Venus Natal,9°37' Aries,9°36' Sagitario
2025-09-10 01:51:47,2025-09-09 22:51:47,Luna,Trígono,Mercurio,Luna (directo) por tránsito esta en Trígono a tu Mercurio Natal,18°55' Aries,18°55' Sagitario
2025-09-10 02:50:51,2025-09-09 23:50:51,Luna,Oposición,Luna,Luna (directo) por tránsito esta en Oposición a tu Luna Natal,19°31' Aries,19°31' Libra
2025-09-10 05:42:25,2025-09-10 02:42:25,Mercurio,Conjunción,Urano,Mercurio (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-09-10 21:27:25,2025-09-10 18:27:25,Luna,Sextil,Saturno,Luna (directo) por tránsito esta en Sextil a tu Saturno Natal,0°51' Tauro,0°50' Piscis
2025-09-11 00:23:12,2025-09-10 21:23:12,Mercurio,Conjunción,Plutón,Mercurio (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°18' Virgo,16°18' Virgo
2025-09-11 02:17:06,2025-09-10 23:17:06,Mercurio,Trígono,Júpiter,Mercurio (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-09-11 04:43:21,2025-09-11 01:43:21,Luna,Trígono,Sol,Luna (directo) por tránsito esta en Trígono a tu Sol Natal,5°16' Tauro,5°16' Capricornio
2025-09-11 23:10:04,2025-09-11 20:10:04,Luna,Conjunción,Júpiter,Luna (directo) por tránsito esta en Conjunción a tu Júpiter Natal,16°27' Tauro,16°27' Tauro
2025-09-12 03:40:04,2025-09-12 00:40:04,Luna,Oposición,Neptuno,Luna (directo) por tránsito esta en Oposición a tu Neptuno Natal,19°11' Tauro,19°10' Escorpio
2025-09-12 23:03:02,2025-09-12 20:03:02,Luna,Cuadratura,Saturno,Luna (directo) por tránsito esta en Cuadratura a tu Saturno Natal,0°50' Géminis,0°50' Piscis
2025-09-13 13:44:45,2025-09-13 10:44:45,Luna,Oposición,Venus,Luna (directo) por tránsito esta en Oposición a tu Venus Natal,9°36' Géminis,9°36' Sagitario
2025-09-14 05:08:40,2025-09-14 02:08:40,Mercurio,Conjunción,Marte,Mercurio (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-09-14 05:31:10,2025-09-14 02:31:10,Luna,Oposición,Mercurio,Luna (directo) por tránsito esta en Oposición a tu Mercurio Natal,18°55' Géminis,18°55' Sagitario
2025-09-14 21:51:19,2025-09-14 18:51:19,Sol,Conjunción,Marte,Sol (directo) por tránsito esta en Conjunción a tu Marte Natal,22°19' Virgo,22°19' Virgo
2025-09-15 01:58:49,2025-09-14 22:58:49,Luna,Trígono,Saturno,Luna (directo) por tránsito esta en Trígono a tu Saturno Natal,0°51' Cáncer,0°50' Piscis
2025-09-15 09:38:40,2025-09-15 06:38:40,Luna,Oposición,Sol,Luna (directo) por tránsito esta en Oposición a tu Sol Natal,5°16' Cáncer,5°16' Capricornio
2025-09-16 05:12:53,2025-09-16 02:12:53,Luna,Sextil,Júpiter,Luna (directo) por tránsito esta en Sextil a tu Júpiter Natal,16°27' Cáncer,16°27' Tauro
2025-09-18 11:15:42,2025-09-18 08:15:42,Luna,Cuadratura,Júpiter,Luna (directo) por tránsito esta en Cuadratura a tu Júpiter Natal,16°27' Leo,16°27' Tauro
2025-09-19 13:58:49,2025-09-19 10:58:49,Luna,Oposición,Saturno,Luna (directo) por tránsito esta en Oposición a tu Saturno Natal,0°51' Virgo,0°50' Piscis
2025-09-20 05:19:55,2025-09-20 02:19:55,Venus,Oposición,Saturno,Venus (directo) por tránsito esta en Oposición a tu Saturno Natal,0°50' Virgo,0°50' Piscis
2025-09-20 16:25:04,2025-09-20 13:25:04,Luna,Conjunción,Urano,Luna (directo) por tránsito esta en Conjunción a tu Urano Natal,14°49' Virgo,14°49' Virgo
2025-09-20 19:16:38,2025-09-20 16:16:38,Luna,Conjunción,Plutón,Luna (directo) por tránsito esta en Conjunción a tu Plutón Natal,16°19' Virgo,16°18' Virgo
2025-09-20 19:33:30,2025-09-20 16:33:30,Luna,Trígono,Júpiter,Luna (directo) por tránsito esta en Trígono a tu Júpiter Natal,16°27' Virgo,16°27' Tauro
2025-09-21 06:49:55,2025-09-21 03:49:55,Luna,Conjunción,Marte,Luna (directo) por tránsito esta en Conjunción a tu Marte Natal,22°20' Virgo,22°19' Virgo
2025-09-23 12:06:19,2025-09-23 09:06:19,Luna,Conjunción,Luna,Luna (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
2025-09-25 14:52:15,2025-09-25 11:52:15,Luna,Sextil,Urano,Luna (directo) por tránsito esta en Sextil a tu Urano Natal,14°49' Escorpio,14°49' Virgo
2025-09-25 17:53:40,2025-09-25 14:53:40,Luna,Sextil,Plutón,Luna (directo) por tránsito esta en Sextil a tu Plutón Natal,16°18' Escorpio,16°18' Virgo
2025-09-25 18:11:57,2025-09-25 15:11:57,Luna,Oposición,Júpiter,Luna (directo) por tránsito esta en Oposición a tu Júpiter Natal,16°28' Escorpio,16°27' Tauro
2025-09-25 23:42:25,2025-09-25 20:42:25,Luna,Conjunción,Neptuno,Luna (directo) por tránsito esta en Conjunción a tu Neptuno Natal,19°11' Escorpio,19°10' Escorpio
2025-09-26 06:04:55,2025-09-26 03:04:55,Luna,Sextil,Marte,Luna (directo) por tránsito esta en Sextil a tu Marte Natal,22°20' Escorpio,22°19' Virgo
2025-09-27 17:04:27,2025-09-27 14:04:27,Luna,Conjunción,Venus,Luna (directo) por tránsito esta en Conjunción a tu Venus Natal,9°36' Sagitario,9°36' Sagitario
2025-09-28 03:35:51,2025-09-28 00:35:51,Luna,Cuadratura,Urano,Luna (directo) por tránsito esta en Cuadratura a tu Urano Natal,14°49' Sagitario,14°49' Virgo
2025-09-28 06:34:27,2025-09-28 03:34:27,Luna,Cuadratura,Plutón,Luna (directo) por tránsito esta en Cuadratura a tu Plutón Natal,16°18' Sagitario,16°18' Virgo
2025-09-28 11:49:27,2025-09-28 08:49:27,Luna,Conjunción,Mercurio,Luna (directo) por tránsito esta en Conjunción a tu Mercurio Natal,18°55' Sagitario,18°55' Sagitario
2025-09-28 13:02:34,2025-09-28 10:02:34,Luna,Sextil,Luna,Luna (directo) por tránsito esta en Sextil a tu Luna Natal,19°31' Sagitario,19°31' Libra
2025-09-28 18:38:40,2025-09-28 15:38:40,Luna,Cuadratura,Marte,Luna (directo) por tránsito esta en Cuadratura a tu Marte Natal,22°19' Sagitario,22°19' Virgo
2025-09-29 20:19:55,2025-09-29 17:19:55,Luna,Conjunción,Sol,Luna (directo) por tránsito esta en Conjunción a tu Sol Natal,5°16' Capricornio,5°16' Capricornio
2025-09-29 23:05:51,2025-09-29 20:05:51,Mercurio,Conjunción,Luna,Mercurio (directo) por tránsito esta en Conjunción a tu Luna Natal,19°31' Libra,19°31' Libra
